student_id,name,branch,year,admission_year,age,avg_attendance_overall,last_4_week_attendance,current_sgpa,cgpa,backlog_prev,backlog_curr,fee_status,lms_logins_30d,dropout_label
S0489,Bhavika Yadav,Information Technology,1,2023,17,95.43,97.93,4.23,4.51,1,1,paid,5,1
S0490,Raagini Desai,Chemical Engineering,1,2022,19,76.15,87.75,7.49,7.38,0,0,paid,5,0
S0491,Neha Pau,Production and Industrial Engineering,2,2020,17,87.84,95.15,6.16,6.22,0,0,paid,8,0
S0492,Charan Hayer,Electronics and Communication Engineering,2,2023,19,52.83,33.25,7.25,6.77,0,0,paid,11,0
S0493,Ethan Raju,Information Technology,2,2021,21,62.72,49.28,7.98,8.06,0,0,paid,7,0
S0494,Ati Dani,Information Technology,3,2023,18,95.92,95.74,6.44,7.0,0,0,paid,5,0
S0495,Meera Prakash,Biotechnology,2,2025,23,58.01,51.31,8.86,8.52,2,2,paid,14,0
S0496,Jasmit Dhawan,Chemical Engineering,3,2020,18,73.01,54.13,7.92,7.91,0,0,paid,2,0
S0497,Xiti Baria,Biotechnology,3,2022,17,46.05,45.63,4.51,5.62,0,0,paid,0,1
S0498,Laksh Nath,Electronics and Communication Engineering,3,2024,23,33.95,6.68,6.53,6.65,0,0,overdue,1,0
S0499,Zilmil Shan,Biotechnology,3,2021,18,72.04,78.86,8.09,7.87,0,0,paid,12,0
S0500,Falak Nagar,Mechanical Engineering,4,2022,18,40.94,18.42,7.24,7.2,0,0,overdue,8,0
S0501,Chandani Nayar,Chemical Engineering,3,2022,21,85.57,100.0,6.86,6.9,0,0,paid,7,0
S0502,Chandani Soman,Mathematics and Computing,2,2020,23,82.33,95.39,8.03,7.77,2,2,paid,4,0
S0503,Jyoti Narula,Production and Industrial Engineering,1,2025,22,61.76,64.34,7.47,7.36,1,1,paid,6,0
S0504,Omaja Morar,Electrical Engineering,4,2025,23,86.22,95.08,5.96,5.97,1,1,overdue,9,0
S0505,Urvi Lanka,Chemical Engineering,4,2020,22,51.12,38.92,7.9,7.16,0,0,paid,11,0
S0506,Charan Srinivasan,Electronics and Communication Engineering,4,2022,18,81.42,81.42,5.98,6.27,1,1,paid,2,0
S0507,Manbir Kibe,Biotechnology,4,2024,17,50.28,36.25,6.7,7.1,1,1,overdue,15,0
S0508,Rayaan Bahl,Chemical Engineering,1,2025,20,89.46,99.23,6.54,6.68,1,1,paid,5,0
S0509,Omya Doshi,Mathematics and Computing,1,2024,20,58.84,59.78,6.45,6.39,1,1,paid,10,0
S0510,Nirja Thaker,Civil Engineering,2,2025,23,87.51,99.52,7.71,7.89,1,1,paid,18,0
S0511,David Devi,Chemical Engineering,3,2025,21,82.63,85.32,8.31,7.79,1,1,paid,6,0
S0512,Ekta Sridhar,Information Technology,3,2020,21,79.5,75.12,8.74,8.43,1,1,paid,8,0
S0513,Dipta Ghose,Mathematics and Computing,2,2024,20,65.7,65.02,7.45,7.13,0,0,paid,9,0
S0514,Irya Lalla,Mathematics and Computing,2,2025,21,73.25,61.69,7.8,7.24,0,0,paid,14,0
S0515,Rehaan Koshy,Mechanical Engineering,4,2020,19,72.24,75.07,6.78,7.27,0,0,paid,0,0
S0516,Umang Mishra,Electronics and Communication Engineering,3,2025,23,94.06,100.0,6.09,6.61,0,0,paid,9,0
S0517,Sarthak Suresh,Production and Industrial Engineering,4,2021,19,69.22,80.35,6.69,6.98,0,0,paid,5,0
S0518,Ikshita Mahal,Biotechnology,3,2025,19,88.41,97.46,4.23,4.44,0,1,paid,10,1
S0519,Ladli Rana,Civil Engineering,1,2020,23,92.53,93.95,7.07,7.22,1,1,paid,4,0
S0520,Madhav Mannan,Electrical Engineering,2,2025,17,55.9,40.3,7.57,7.07,0,0,paid,10,0
S0521,Farhan Pal,Biotechnology,2,2023,20,55.29,50.67,9.57,8.68,3,3,paid,2,1
S0522,Varenya Kala,Chemical Engineering,4,2021,18,78.93,91.49,4.35,4.47,0,0,paid,14,1
S0523,Anita Devan,Chemical Engineering,4,2024,17,56.73,49.16,3.19,3.43,1,2,paid,10,1
S0524,Xavier Bedi,Information Technology,1,2025,22,59.22,50.9,7.32,6.94,0,0,paid,4,0
S0525,Viraj Ben,Civil Engineering,2,2022,17,44.19,18.81,6.66,6.6,0,0,paid,6,0
S0526,Ganga Sodhi,Production and Industrial Engineering,3,2023,17,66.66,70.99,5.38,5.78,0,0,paid,7,0
S0527,Abdul Dugar,Information Technology,3,2024,20,72.12,68.91,8.69,8.35,0,0,paid,7,0
S0528,Vansha Iyengar,Mechanical Engineering,1,2021,23,76.76,78.72,6.35,6.71,1,1,paid,2,0
S0529,Ekani Mangal,Mechanical Engineering,1,2021,22,57.87,40.48,6.01,5.85,0,0,paid,8,0
S0530,Gaurav Kata,Chemical Engineering,4,2024,21,66.79,59.47,4.97,5.61,1,1,paid,11,0
S0531,Parth Sahni,Production and Industrial Engineering,2,2023,23,89.17,98.45,6.65,6.59,0,0,paid,13,0
S0532,Balhaar Ranganathan,Electronics and Communication Engineering,3,2021,23,81.35,84.81,7.77,7.97,0,0,paid,12,0
S0533,Quincy Mann,Computer Science Engineering,4,2022,17,73.41,72.55,8.74,8.13,0,0,overdue,14,0
S0534,Chanchal Chhabra,Production and Industrial Engineering,4,2024,19,69.64,78.5,8.32,8.15,0,0,paid,4,0
S0535,Suhani Viswanathan,Biotechnology,4,2025,20,79.96,79.72,7.3,7.22,0,0,paid,0,0
S0536,Yamini Sidhu,Mechanical Engineering,1,2021,19,80.62,97.24,6.95,6.94,0,0,paid,3,0
S0537,Isaiah Narayanan,Biotechnology,4,2021,18,97.33,100.0,4.31,5.28,1,2,paid,8,0
S0538,Aarini Grewal,Civil Engineering,1,2024,17,51.98,36.15,6.97,7.12,0,0,paid,8,0
S0539,Chakrika Hans,Chemical Engineering,1,2021,18,81.02,89.08,6.13,6.1,0,0,paid,5,0
S0540,Prisha Varma,Mechanical Engineering,1,2021,19,99.93,100.0,6.16,6.41,0,0,paid,8,0
S0541,Nandini Chandran,Biotechnology,1,2020,18,58.74,56.73,6.99,6.78,0,0,paid,8,0
S0542,Vansha Naik,Mathematics and Computing,3,2025,18,70.34,76.3,5.44,5.28,0,0,paid,5,0
S0543,Advika Rajagopal,Electronics and Communication Engineering,2,2023,18,62.08,62.46,6.57,6.2,0,0,overdue,9,0
S0544,Amara Narayan,Mathematics and Computing,3,2020,19,82.17,82.57,7.42,7.5,0,0,paid,8,0
S0545,Advika Parsa,Civil Engineering,3,2021,22,72.17,78.93,8.17,7.86,0,0,paid,3,0
S0546,David Dani,Information Technology,2,2024,20,70.23,73.85,6.41,6.67,0,0,overdue,10,0
S0547,Nathaniel Ravi,Mechanical Engineering,2,2020,22,78.31,79.5,7.14,6.95,2,2,paid,0,0
S0548,Jacob Merchant,Civil Engineering,2,2021,19,71.85,69.95,5.1,5.29,0,0,paid,3,0
S0549,Theodore Deol,Electronics and Communication Engineering,3,2023,20,97.58,100.0,7.9,7.56,1,1,paid,9,0
S0550,Suhani Prakash,Information Technology,4,2020,20,55.36,46.89,8.42,8.14,0,0,paid,11,0
S0551,Tejas Kota,Biotechnology,4,2022,22,64.07,52.16,8.11,7.59,1,1,paid,12,0
S0552,Sanya Wable,Information Technology,4,2025,22,84.1,81.51,7.29,7.38,0,0,paid,6,0
S0553,Faras Choudhury,Production and Industrial Engineering,4,2020,17,99.18,100.0,8.12,7.75,1,1,paid,5,0
S0554,Mason Gala,Biotechnology,3,2021,19,98.66,100.0,6.38,6.55,0,0,paid,7,0
S0555,Jackson Jha,Mathematics and Computing,2,2024,22,87.58,100.0,7.3,6.68,1,1,paid,10,0
S0556,Gavin Uppal,Computer Science Engineering,1,2022,20,91.09,100.0,4.85,4.84,0,0,paid,10,1
S0557,Sudiksha Deo,Electronics and Communication Engineering,4,2020,21,39.5,30.25,8.16,8.4,0,0,overdue,1,0
S0558,Tanmayi Bhardwaj,Electrical Engineering,2,2023,21,53.1,38.25,7.19,7.01,0,0,paid,1,0
S0559,Darika Bains,Information Technology,3,2022,20,51.44,50.2,7.76,7.5,0,0,paid,10,0
S0560,Aarush Kamdar,Electronics and Communication Engineering,1,2025,21,64.98,49.81,6.89,6.96,0,0,paid,5,0
S0561,Chakradev Sampath,Electrical Engineering,4,2025,19,73.91,68.94,10.0,9.34,0,0,paid,2,0
S0562,Darpan Biswas,Electrical Engineering,4,2020,20,59.19,39.21,3.82,4.22,0,0,paid,7,1
S0563,Bhavini Rege,Computer Science Engineering,1,2023,18,81.14,85.01,7.95,7.66,0,0,overdue,9,0
S0564,Osha Prasad,Electronics and Communication Engineering,4,2023,20,68.2,61.55,6.15,5.81,0,0,paid,4,0
S0565,Krishna Prashad,Information Technology,1,2025,17,97.74,100.0,5.21,5.38,0,0,overdue,5,0
S0566,Ijaya Dani,Chemical Engineering,2,2021,18,80.41,77.65,5.62,5.88,0,0,paid,3,0
S0567,Joshua Kapoor,Production and Industrial Engineering,1,2020,23,93.2,100.0,8.17,8.47,0,0,paid,9,0
S0568,Arin Misra,Electrical Engineering,2,2022,20,73.57,58.0,7.0,6.98,1,1,paid,2,0
S0569,Ladli Karpe,Electrical Engineering,1,2023,18,96.45,96.29,6.37,6.44,0,0,paid,11,0
S0570,Hiral Dubey,Mathematics and Computing,4,2020,19,79.14,73.32,6.28,6.23,0,0,paid,13,0
S0571,Isaiah Balay,Electrical Engineering,3,2021,23,56.08,47.3,6.16,6.47,0,0,paid,12,0
S0572,Amol Khosla,Mathematics and Computing,3,2024,18,60.51,33.86,7.37,7.21,0,0,paid,4,0
S0573,Harrison Bandi,Mechanical Engineering,2,2025,20,80.66,79.27,6.59,6.87,1,1,paid,6,0
S0574,Yash Basu,Chemical Engineering,3,2025,20,91.48,100.0,6.37,6.4,0,0,overdue,9,0
S0575,Vivaan Zacharia,Biotechnology,4,2021,18,77.7,76.38,7.14,6.78,1,1,paid,1,0
S0576,Logan Thakur,Information Technology,1,2024,19,59.86,53.85,6.55,6.22,0,0,overdue,2,0
S0577,Eiravati Nagi,Chemical Engineering,4,2021,18,89.75,97.48,8.87,8.65,1,1,paid,6,0
S0578,Luke Verma,Information Technology,1,2023,18,72.02,76.04,7.5,7.52,1,1,paid,2,0
S0579,Charita Maharaj,Computer Science Engineering,1,2021,17,62.65,57.12,6.37,6.44,0,0,paid,6,0
S0580,Prisha Tandon,Production and Industrial Engineering,4,2022,17,93.24,100.0,5.57,6.53,0,0,paid,0,0
S0581,Lakshmi Vohra,Production and Industrial Engineering,2,2025,19,72.06,58.59,7.22,7.41,1,1,paid,6,0
S0582,Nilima Dixit,Electrical Engineering,2,2024,19,81.18,84.04,8.18,7.83,0,0,paid,9,0
S0583,Qarin Yogi,Information Technology,3,2025,20,77.68,91.58,8.34,7.61,0,0,paid,4,0
S0584,Umang Mital,Computer Science Engineering,2,2021,23,85.77,92.29,4.17,4.14,0,0,paid,12,1
S0585,Ubika Bhardwaj,Computer Science Engineering,3,2024,21,79.7,80.97,8.09,8.25,1,1,paid,8,0
S0586,Omaja Wagle,Information Technology,1,2021,18,83.24,82.18,7.52,7.83,0,0,paid,15,0
S0587,Xavier Kumer,Biotechnology,3,2021,18,74.32,80.6,6.27,6.19,0,0,overdue,9,0
S0588,Farhan Sengupta,Mechanical Engineering,2,2025,23,88.42,88.71,5.3,5.28,0,0,paid,8,0
S0589,George Wason,Information Technology,1,2022,22,65.94,51.83,7.02,7.18,0,0,paid,15,0
S0590,Charan Loyal,Information Technology,3,2024,20,61.12,57.69,8.87,8.21,0,0,paid,7,0
S0591,Elijah Guha,Biotechnology,4,2020,23,98.67,100.0,6.22,6.55,1,1,paid,18,0
S0592,Varenya Joshi,Electronics and Communication Engineering,3,2024,23,41.56,20.37,7.44,7.75,0,0,overdue,4,0
S0593,Chavvi Aurora,Information Technology,2,2024,18,81.29,85.9,5.47,5.57,1,1,paid,5,0
S0594,Jacob Srinivas,Electrical Engineering,1,2020,18,80.41,70.29,7.24,7.35,0,0,paid,5,0
S0595,Mekhala Khatri,Electronics and Communication Engineering,1,2021,21,71.04,68.32,7.65,7.34,1,1,overdue,8,0
S0596,Barkha Rai,Chemical Engineering,2,2025,20,54.09,34.01,7.09,6.82,2,2,paid,9,0
S0597,Darika Lal,Civil Engineering,3,2025,19,63.97,60.32,5.73,5.92,1,1,paid,7,0
S0598,Unnati Chaudhari,Production and Industrial Engineering,1,2020,23,67.99,65.32,7.58,7.68,0,0,overdue,15,0
S0599,Ekaja Jani,Chemical Engineering,1,2020,19,62.6,61.84,8.76,8.38,1,1,overdue,12,0
S0600,Odika Bath,Civil Engineering,1,2022,21,58.04,51.93,7.69,7.62,0,0,paid,9,0
S0601,Madhav Babu,Mechanical Engineering,3,2021,19,68.6,74.75,8.87,8.43,0,0,paid,12,0
S0602,Chakrika Dua,Mathematics and Computing,4,2022,18,91.07,100.0,7.66,7.65,1,1,overdue,7,0
S0603,Victor Raghavan,Production and Industrial Engineering,2,2025,21,57.73,36.55,5.99,6.27,0,0,overdue,3,0
S0604,Xalak Nazareth,Electrical Engineering,3,2020,19,80.51,76.19,6.38,6.32,0,0,paid,16,0
S0605,Vritti Sharma,Civil Engineering,1,2020,18,62.33,51.52,6.41,6.46,1,1,paid,0,0
S0606,Omkaar Dey,Mechanical Engineering,1,2025,22,62.47,49.14,6.93,6.9,0,0,overdue,4,0
S0607,Qarin Bhargava,Biotechnology,1,2023,21,69.97,72.64,8.34,8.3,0,0,paid,11,0
S0608,Falan Bava,Information Technology,1,2022,23,94.23,100.0,6.17,5.98,1,1,overdue,14,0
S0609,Nitara Devan,Chemical Engineering,3,2024,23,63.34,60.12,5.57,5.43,0,0,paid,14,0
S0610,Ekansh Dora,Information Technology,2,2024,17,69.65,59.45,7.89,7.44,0,0,paid,12,0
S0611,Yashasvi Shah,Mathematics and Computing,1,2024,19,59.73,58.01,6.61,6.79,0,0,overdue,7,0
S0612,Vasudha Sura,Mechanical Engineering,3,2021,17,82.28,81.57,4.94,5.15,0,0,paid,4,0
S0613,Nisha Arora,Civil Engineering,3,2025,17,91.34,89.84,7.55,7.89,0,0,paid,10,0
S0614,Bhavini Badal,Electronics and Communication Engineering,1,2021,21,97.99,100.0,7.43,7.56,0,0,paid,8,0
S0615,Praneel Chhabra,Civil Engineering,4,2023,17,92.21,91.13,6.66,6.9,0,0,paid,5,0
S0616,Wridesh Handa,Biotechnology,3,2021,21,97.7,100.0,5.66,6.13,0,0,overdue,3,0
S0617,Irya Loke,Electronics and Communication Engineering,3,2020,23,72.5,66.48,7.41,7.62,1,1,paid,8,0
S0618,Farhan Prakash,Electrical Engineering,3,2020,20,63.08,52.44,7.39,7.68,1,1,paid,12,0
S0619,Yagnesh Kara,Chemical Engineering,1,2022,19,83.28,86.91,6.79,6.88,1,1,paid,3,0
S0620,Azad Chander,Computer Science Engineering,4,2021,20,88.25,91.04,7.47,7.46,1,1,paid,7,0
S0621,Krishna Soni,Electrical Engineering,1,2024,17,64.18,54.83,7.01,6.95,0,0,overdue,7,0
S0622,Onveer Butala,Information Technology,1,2021,20,81.98,86.51,4.98,4.81,1,1,paid,7,1
S0623,Garima Chandran,Chemical Engineering,3,2021,21,60.3,37.52,6.78,6.8,0,0,overdue,10,0
S0624,Victor Kakar,Mathematics and Computing,3,2020,23,74.6,78.28,6.66,6.96,0,0,paid,8,0
S0625,Anika Batra,Electrical Engineering,4,2020,17,46.88,25.19,5.8,5.99,0,0,paid,8,0
S0626,Bachittar Gola,Information Technology,1,2022,23,76.89,67.9,7.29,7.3,1,1,paid,4,0
S0627,Amol Johal,Chemical Engineering,4,2024,21,80.35,90.43,5.6,6.52,0,0,paid,6,0
S0628,Mitali Bose,Electronics and Communication Engineering,3,2023,19,80.33,83.46,7.03,7.18,0,0,paid,0,0
S0629,Wridesh Ramachandran,Biotechnology,2,2022,22,55.52,37.89,5.22,4.61,0,0,paid,2,1
S0630,Leena Dey,Mechanical Engineering,4,2021,23,66.76,69.84,6.28,6.69,0,0,paid,8,0
S0631,Xiti Pal,Information Technology,3,2020,17,86.36,89.84,8.99,8.3,0,0,paid,1,0
S0632,Rajeshri Kata,Production and Industrial Engineering,2,2025,23,92.08,99.16,6.09,6.3,0,0,overdue,9,0
S0633,Harini Ranganathan,Chemical Engineering,3,2020,23,86.97,97.8,6.97,6.58,1,1,overdue,5,0
S0634,Ayushman Mahajan,Mathematics and Computing,3,2022,23,70.55,71.09,9.06,8.42,0,0,paid,9,0
S0635,Vritti Kari,Mathematics and Computing,2,2022,19,56.03,36.74,5.34,5.2,0,0,overdue,7,0
S0636,Rachana Grewal,Computer Science Engineering,4,2022,22,89.63,94.98,6.16,6.47,0,0,overdue,4,0
S0637,Frederick Merchant,Electronics and Communication Engineering,1,2021,23,64.39,68.67,7.45,7.36,1,1,paid,12,0
S0638,Ethan Butala,Computer Science Engineering,2,2024,19,41.64,19.97,5.21,5.24,1,1,overdue,5,0
S0639,Lajita Dube,Civil Engineering,2,2023,22,82.9,82.36,8.62,8.66,1,1,paid,11,0
S0640,Edhitha Patel,Civil Engineering,1,2025,17,93.24,100.0,6.09,6.12,0,0,paid,8,0
S0641,Abdul Morar,Mathematics and Computing,2,2024,20,95.71,100.0,7.88,8.0,0,0,paid,0,0
S0642,Anamika Chaudry,Production and Industrial Engineering,3,2023,18,50.55,34.17,5.79,5.96,0,0,paid,5,0
S0643,Rachit Sankar,Electrical Engineering,2,2020,20,86.42,95.67,4.6,4.65,1,1,paid,5,1
S0644,Harshil Bal,Electrical Engineering,2,2024,17,84.54,94.21,6.66,6.93,0,0,paid,4,0
S0645,Girik Nair,Computer Science Engineering,1,2022,23,45.85,30.45,7.41,7.26,1,1,paid,8,0
S0646,Advik Manne,Information Technology,3,2021,20,70.83,69.17,6.37,7.14,0,0,paid,11,0
S0647,Frado Kibe,Chemical Engineering,1,2025,21,52.04,57.81,4.59,5.11,0,1,overdue,7,0
S0648,Lajita Gara,Chemical Engineering,4,2025,18,97.47,100.0,7.49,7.44,0,0,paid,6,0
S0649,Charvi Loyal,Mathematics and Computing,3,2024,20,54.35,41.75,6.63,7.34,0,0,paid,9,0
S0650,Dev Ganesh,Chemical Engineering,3,2021,20,64.96,53.09,5.46,5.92,0,0,paid,2,0
S0651,Oviya Mistry,Computer Science Engineering,4,2021,20,57.74,46.72,8.53,8.46,0,0,overdue,5,0
S0652,Jalsa Krishnamurthy,Computer Science Engineering,2,2024,18,68.69,65.33,6.67,6.59,1,1,overdue,10,0
S0653,Rohan Shankar,Electrical Engineering,1,2024,17,99.83,100.0,5.89,5.74,0,0,paid,8,0
S0654,Daksha Ahuja,Information Technology,2,2025,20,84.19,88.04,6.26,6.2,1,1,paid,10,0
S0655,Lajita Narayan,Information Technology,3,2025,20,86.86,84.66,6.31,6.99,2,2,paid,3,0
S0656,Qushi Deshpande,Information Technology,3,2021,19,61.28,55.02,6.27,6.62,0,0,paid,6,0
S0657,Sai Srinivas,Computer Science Engineering,4,2020,19,88.68,99.07,5.93,6.16,1,1,paid,9,0
S0658,Mitali Nagar,Chemical Engineering,4,2021,19,92.09,100.0,8.56,8.25,0,0,paid,8,0
S0659,Xavier Nanda,Information Technology,4,2023,20,57.84,43.6,7.85,7.53,0,0,paid,6,0
S0660,Maya Patla,Electrical Engineering,2,2025,17,79.82,91.48,6.26,6.27,0,0,overdue,7,0
S0661,Pranit Bala,Mechanical Engineering,1,2020,22,68.19,74.59,7.6,7.5,0,0,overdue,3,0
S0662,Shaurya Sarma,Civil Engineering,2,2020,23,62.04,61.58,6.45,6.7,0,0,paid,2,0
S0663,Ekapad Rege,Production and Industrial Engineering,1,2020,22,82.68,85.55,7.28,7.55,1,1,overdue,12,0
S0664,Liam Mitter,Computer Science Engineering,4,2023,18,98.03,100.0,9.24,8.32,1,1,paid,8,0
S0665,Mitesh Sampath,Electronics and Communication Engineering,1,2023,23,89.58,94.13,7.56,7.63,0,0,paid,6,0
S0666,Ethan Sen,Chemical Engineering,3,2021,21,89.0,99.21,5.35,5.45,0,0,paid,6,0
S0667,Nandini Warrior,Computer Science Engineering,4,2020,21,75.1,78.2,6.81,7.44,0,0,overdue,5,0
S0668,Balhaar Parsa,Computer Science Engineering,3,2021,22,80.01,60.13,4.96,5.24,1,2,overdue,7,0
S0669,Ikbal Kothari,Mathematics and Computing,4,2025,22,88.4,100.0,8.14,8.24,0,0,paid,0,0
S0670,Ojas Basu,Mechanical Engineering,1,2021,21,87.57,83.92,7.3,7.54,0,0,paid,9,0
S0671,Garima Sani,Biotechnology,4,2023,17,70.04,58.8,6.33,6.49,0,0,paid,9,0
S0672,Guneet Kuruvilla,Production and Industrial Engineering,4,2025,18,72.42,62.67,7.21,7.56,0,0,overdue,7,0
S0673,Sanaya Prasad,Electronics and Communication Engineering,4,2022,20,72.35,72.6,5.33,4.8,1,1,paid,11,1
S0674,Xiti Dora,Electrical Engineering,3,2022,19,42.96,17.91,8.37,8.09,1,1,paid,2,0
S0675,Vasudha Cheema,Information Technology,1,2025,19,59.36,37.01,6.83,6.91,0,0,overdue,6,0
S0676,Frederick D’Alia,Mathematics and Computing,2,2023,23,79.75,93.29,6.18,6.15,0,0,overdue,13,0
S0677,Ijaya Muni,Chemical Engineering,4,2024,19,84.51,80.98,6.56,6.86,0,0,paid,6,0
S0678,Samuel Verma,Information Technology,4,2022,20,66.76,61.53,6.04,5.92,1,1,paid,10,0
S0679,Vamakshi Chatterjee,Mathematics and Computing,2,2024,20,49.96,36.92,6.43,6.45,0,0,overdue,6,0
S0680,Eiravati Bhavsar,Electronics and Communication Engineering,2,2021,19,78.76,65.56,7.92,7.94,1,1,paid,0,0
S0681,Ishwar Bajaj,Information Technology,4,2023,23,48.26,23.32,4.31,4.71,1,1,paid,7,1
S0682,Ikbal Gala,Mechanical Engineering,3,2024,22,69.27,70.22,5.69,5.84,0,0,overdue,8,0
S0683,Zaitra Ghosh,Information Technology,4,2020,21,76.82,84.16,7.85,7.25,1,1,paid,9,0
S0684,Ganga Sandhu,Production and Industrial Engineering,4,2022,20,81.37,76.03,8.03,7.23,0,0,paid,0,0
S0685,Nidhi Gour,Mathematics and Computing,4,2025,18,60.67,60.67,5.79,6.34,0,0,paid,14,0
S0686,Meghana Balakrishnan,Mathematics and Computing,1,2024,22,94.95,100.0,7.31,7.04,0,0,paid,6,0
S0687,Shivani Sanghvi,Mechanical Engineering,3,2020,20,72.0,77.73,6.75,6.57,0,0,paid,12,0
S0688,Tanish Jha,Biotechnology,4,2025,19,90.09,92.66,3.12,3.82,0,1,paid,1,1
S0689,Harsh Yadav,Chemical Engineering,1,2024,18,97.8,100.0,7.41,7.27,0,0,overdue,11,0
S0690,Eshana Hegde,Electrical Engineering,1,2025,20,66.7,49.29,9.0,9.1,0,0,overdue,7,0
S0691,Adweta Suri,Computer Science Engineering,3,2022,21,63.85,69.21,8.77,8.3,0,0,paid,9,0
S0692,Lipika Ramanathan,Biotechnology,1,2022,21,91.37,100.0,6.11,6.1,0,0,paid,9,0
S0693,Ijaya Pandey,Biotechnology,3,2022,23,95.06,100.0,6.42,6.4,0,0,paid,7,0
S0694,Orinder Mishra,Information Technology,2,2025,21,77.8,79.44,6.85,7.12,0,0,overdue,7,0
S0695,Krish Munshi,Biotechnology,3,2023,17,86.72,80.0,6.67,6.87,1,1,paid,5,0
S0696,Dalaja Dada,Information Technology,3,2021,18,63.11,62.04,6.2,6.45,0,0,paid,4,0
S0697,Lohit Vaidya,Mathematics and Computing,1,2024,20,55.07,45.21,7.61,7.57,0,0,overdue,4,0
S0698,Lakshit Rajagopal,Computer Science Engineering,2,2021,20,83.39,96.5,3.82,3.64,0,1,paid,5,1
S0699,Vidhi Yogi,Mechanical Engineering,3,2021,22,57.69,48.62,7.23,6.7,0,0,paid,8,0
S0700,Ojas Suri,Information Technology,1,2025,19,42.47,16.37,7.29,7.31,1,1,paid,9,0
S0701,Rachit Murty,Electronics and Communication Engineering,4,2023,23,49.46,33.53,8.09,7.75,1,1,paid,4,0
S0702,Chatresh Parmer,Mechanical Engineering,1,2021,17,86.28,88.82,7.19,7.24,0,0,paid,11,0
S0703,Laban Hayer,Mathematics and Computing,2,2021,23,67.75,63.15,7.31,7.09,0,0,paid,12,0
S0704,Yashasvi Talwar,Electrical Engineering,3,2025,20,78.23,75.67,7.27,7.41,0,0,paid,7,0
S0705,Ojasvi Sawhney,Computer Science Engineering,4,2025,20,61.44,63.17,7.42,7.24,0,0,paid,7,0
S0706,Fitan Balasubramanian,Computer Science Engineering,2,2024,23,78.96,72.79,7.54,7.66,1,1,overdue,0,0
S0707,Brinda Bali,Mechanical Engineering,4,2022,19,83.96,80.62,8.83,8.59,0,0,overdue,8,0
S0708,Bhavya Ganguly,Mechanical Engineering,2,2023,23,86.97,100.0,5.86,6.07,0,0,paid,5,0
S0709,Warhi Vaidya,Chemical Engineering,1,2024,17,87.78,100.0,3.04,3.22,1,1,overdue,9,1
S0710,Amrita Peri,Production and Industrial Engineering,3,2022,21,56.48,55.03,6.03,6.09,2,2,paid,7,0
S0711,Ridhi Kamdar,Civil Engineering,3,2020,20,52.83,33.56,6.62,6.69,0,0,overdue,3,0
S0712,Yug Mishra,Mechanical Engineering,2,2022,23,86.81,100.0,6.96,7.01,0,0,overdue,0,0
S0713,Shivani Lall,Mathematics and Computing,4,2020,19,66.32,61.67,4.77,5.77,0,0,paid,4,0
S0714,Reva Dalal,Biotechnology,3,2025,23,53.69,42.44,7.63,7.4,0,0,paid,12,0
S0715,Shaurya Panchal,Computer Science Engineering,2,2023,23,62.75,49.41,8.74,8.46,0,0,paid,4,0
S0716,Noah Dewan,Production and Industrial Engineering,4,2025,23,48.15,32.02,6.37,7.02,0,0,paid,6,0
S0717,Samuel Bhargava,Mechanical Engineering,2,2024,21,57.4,36.59,7.61,7.56,2,2,overdue,4,0
S0718,Avni Yohannan,Mechanical Engineering,1,2021,18,91.4,96.65,8.19,8.16,0,0,paid,6,0
S0719,Brinda Mann,Production and Industrial Engineering,2,2025,21,85.11,100.0,6.41,6.64,0,0,overdue,6,0
S0720,Yoshita Chandran,Information Technology,2,2025,18,53.72,36.26,7.77,7.23,0,0,paid,7,0
S0721,Daniel Malhotra,Chemical Engineering,3,2022,23,66.37,55.28,6.66,6.31,0,0,paid,11,0
S0722,Kevin Krish,Information Technology,4,2023,18,89.08,95.05,4.96,4.39,0,0,paid,6,1
S0723,Yug Ramaswamy,Information Technology,4,2024,20,90.91,91.57,7.25,7.26,1,1,paid,0,0
S0724,Amruta Sachdeva,Chemical Engineering,3,2025,20,96.54,100.0,7.04,7.2,0,0,overdue,5,0
S0725,Faqid Chander,Electronics and Communication Engineering,2,2021,20,90.28,87.32,6.81,6.78,0,0,overdue,0,0
S0726,Jyoti Sha,Electronics and Communication Engineering,3,2023,20,54.74,49.93,8.22,8.53,0,0,paid,3,0
S0727,Aarnav Chander,Biotechnology,3,2020,22,96.27,100.0,6.2,5.94,0,0,paid,6,0
S0728,Ishita Bhatnagar,Computer Science Engineering,1,2025,23,87.78,95.74,8.24,8.28,0,0,paid,7,0
S0729,Tejas Sanghvi,Mathematics and Computing,2,2021,23,54.28,27.82,8.25,7.86,0,0,overdue,10,0
S0730,Warda Loyal,Electronics and Communication Engineering,4,2020,19,64.98,67.72,7.49,7.52,0,0,paid,5,0
S0731,Geetika De,Chemical Engineering,1,2023,21,73.22,61.5,5.94,5.8,1,1,paid,14,0
S0732,Hemal Bava,Computer Science Engineering,3,2022,17,89.38,93.66,6.39,6.36,0,0,paid,4,0
S0733,Tripti Babu,Computer Science Engineering,2,2020,17,80.05,90.9,5.58,5.82,0,0,overdue,9,0
S0734,Ridhi Shan,Electronics and Communication Engineering,1,2022,17,81.55,86.17,7.32,7.34,0,0,paid,6,0
